review_time,positive_review,negative_review,problems_solved,rating
"Dec 14, 2017",I helped with posting of specified job openings to recruit talent for the company.Review collected by and hosted on G2.com.,I like the fact that the search isn't clouded with businesses sending out a blanket call for employees. It fits your talents with the employers needs.Review collected by and hosted on G2.com.,Always research before using.Review collected by and hosted on G2.com.,4.5
"Dec 19, 2017",Linkedin Job Search has helped me personally narrow down the industry I would want to work in as well as the size and location of the company.Review collected by and hosted on G2.com.,I love the advanced job search capabilities that allow you to search different criteria simultaneously to narrow down exactly what you are looking for.Review collected by and hosted on G2.com.,I don't have any complaints about Job Search.Review collected by and hosted on G2.com.,5
"Dec 29, 2017",Searching for jobs and eligible applicantsReview collected by and hosted on G2.com.,"Ease of use, looks professional, and a trusted sourceReview collected by and hosted on G2.com.",Spam advertisements are mixed in without any vetting them out by LinkedInReview collected by and hosted on G2.com.,5
"Jan 10, 2018","If you're looking for a job, Linked In has the best tool around!Review collected by and hosted on G2.com.",You can see who in your network works for the company and could introduce you to the hiring managerReview collected by and hosted on G2.com.,If you're looking for a job I would definitely recommend using LinkedIn to start!Review collected by and hosted on G2.com.,5
"Jun 15, 2017","I have used LinkedIn Job search on both sides, as a job seeker and a recruiter. It is great because you can search by keywords and radius and if you have the premium membership you can see how your credentials stack up to other applicants.Review collected by and hosted on G2.com.","I like that you can see what skills other applicants have so that you can compare yourself to see if you are the best fit for a role. As a recruiter, I like that you can see any connections you may have with a candidate before you reach out to them.Review collected by and hosted on G2.com.",LinkedIn will work well for you if you are willing to put in the work on your side.Review collected by and hosted on G2.com.,5
"Oct 04, 2017",LinkedIn is a great service to connect with possible hiring managers.Review collected by and hosted on G2.com.,I like how I can search for job opportunities and then see the face of the hiring manager that I will be speaking withReview collected by and hosted on G2.com.,The main thing that I dislike is that I am unable to private message people on the free site. You have to pay to get those extra features.Review collected by and hosted on G2.com.,5
"Feb 20, 2018",Opened up a great amount of opportunities I was not able to find posted elsewhere.Review collected by and hosted on G2.com.,User friendly interface and automatic listing updates are fantastic.Review collected by and hosted on G2.com.,Would be great to have salary information provided for job postings.Review collected by and hosted on G2.com.,5
"Nov 03, 2017",1. LJS played key role in my last job search. its genuine job posting site.,2. Always keep you linkedin profile updated which will help in quick response if needed.,"If you want to look professional , use processional tools like LinkedIn Job search.Review collected by and hosted on G2.com.",5
"Jan 02, 2018",I have received an increase in business without having to advertise because of my prescience alone on linked in.Review collected by and hosted on G2.com.,I like that you can see when someone views your profile. I also enjoy the private messaging as I've had many people inquire about my job title & what I can do for them.Review collected by and hosted on G2.com.,There isn't anything I've noticed that I dislike!Review collected by and hosted on G2.com.,4.5
"Oct 03, 2017",I used the job search to look for open positions in my field and find people who were linked to the company in some way.Review collected by and hosted on G2.com.,I like that I can quickly link to the company and get a sense of the culture as well as see if I know anyone connected.Review collected by and hosted on G2.com.,Most companies don't post pay range and it becomes difficult to be transparent about pay when comparable position pay rates are not listed.Review collected by and hosted on G2.com.,4
"Oct 04, 2017","This social media platform is used to network with other professionals, in your field, or those, in your city, or across the world.Review collected by and hosted on G2.com.","The ability to find colleagues and to network with individual who have, or are pursuing a similar professional background as yourself. My CEO has used this platform to post job listings and screen for potential new hires.Review collected by and hosted on G2.com.",I have not experienced anything features that I dislike.Review collected by and hosted on G2.com.,5
"Nov 24, 2019","I love LinkedIn because it is the perfect platform to find the job you need and adapts to what you are looking for and for worker recruiters it is a fast, comfortable and easy way to get the human talent they are looking for. By simply creating a resume on a job you will be in the sights of companies around the world. It is certainly an incredible job platform.Review collected by and hosted on G2.com.","The only problem I have encountered when using LinkedIn is that it is full of fake profiles and it is very easy to be a victim of an identity theft on LinkedIn, this for all the personal and professional information we provide in our profiles.Review collected by and hosted on G2.com.","It is not easy to be a writer, for several factors, one of them is to get a company that hires us, but since I use LinkedIn Job finding work is much faster, comfortable and effective.Review collected by and hosted on G2.com.",5
"Feb 07, 2020","It shows you job openings all over and you can connect to your colleges if they moved to the other organization. In a way, you get most of the understanding of the work culture of a company that you will be applying for. Also, we will be sure about authentic job posts. You see all the job descriptions, which help you to understand the role you will be going to apply for.Review collected by and hosted on G2.com.","Honestly, I can't find anything that I should dislike here. Linked is Job search is already ahead of there competitors. As they have a social professional network that integrates into there job search portal too.Review collected by and hosted on G2.com.","I am looking for a job change, because of some culture and type of work dissatisfaction. As I can see the connection with the company with my former colleges I used to communicate them and get a zest if its good to the role I am looking for. Along with this, I can see detailed job descriptions and also can connect with Job posting persons.Review collected by and hosted on G2.com.",5
"Jul 28, 2020",LinkedIn jobs shows you job postings that matches your skills and helps you find the right next opportunity for you.Review collected by and hosted on G2.com.,Sometimes job posts that are not active still come in my search.Review collected by and hosted on G2.com.,I am trying to land my next career opportunity using LinkedIn jobs. It helps me reach better companies and get connected to them. I can also easily apply to a lot of positions.Review collected by and hosted on G2.com.,4.5
"Jun 02, 2020",The ability to link this to our databaseReview collected by and hosted on G2.com.,-the cost between recruiter and recruiter pro. Should be an all or nothing or based off of use,"being able to send ""InMail"" if candidates don't respond to us, but it would be great to see if they have read or seen our request to connect.Review collected by and hosted on G2.com.",4.5
"Nov 01, 2019","This linkedin option is one of the best way to find companies that adapt to what I can exercise, is perfect to find jobs that suit each user, has results according to what the user needs, this only allows you to locate companies and jobs that adapt to the service you can offer, has different options that greatly facilitate the search, allows companies to see my profile and request my services without problem.Review collected by and hosted on G2.com.","Sometimes you really lose time, for some reason there are profiles that do not seem legitimate and this makes us need more time to search, the rest of the application works great and so far I have no real complaints.Review collected by and hosted on G2.com.","This tool allows you to obtain different job offers, you can also see different options, it is perfect to get a job because its functions make that the results you see are what you need and that the job applications that arrive are of services that you can offer.Review collected by and hosted on G2.com.",4.5
"Oct 31, 2019","This area of LinkedIn has been a great tool with which we have users to find jobs more quickly and according to our profile. It goes of marvel because the algorithm that offers is in agreement with what we look for, in this casework, it connects us with professionals of our department, we can assign parameters of geolocation, at the same time as essence, it publishes our profile to us to be located or connected by companies that require of our services.  I want to highlight the function of Easy Apply, it is undoubtedly a plus that we give to our profile in our applications.Review collected by and hosted on G2.com.","What really bothers me about this tool is that it tends to make connections with false profiles, which make us waste time and have unnecessary emotions, so it would be good to validate with greater emphasis on the profiles that are dubious identity.Review collected by and hosted on G2.com.","Of course I have managed to solve problems with this tool, I want to emphasize that the previous job I am was achieved through my application with Job Search, I was wonderful, the connection was simple, honest and secure at all times, also I have had a lot of job offers, which shows that it works great.Review collected by and hosted on G2.com.",4
"Jun 23, 2020",I like how you can easily search for jobs at this platform and with easy apply option employers can check your Linkedin profile which is one of the best options to showcast your skills.Review collected by and hosted on G2.com.,Not much. Just that there should be easy apply option with every job vacancy. It's hectic to upload a resume and fill details every time.Review collected by and hosted on G2.com.,That how easily I can apply with jobs demanding skills I pursue.Review collected by and hosted on G2.com.,5
"Dec 04, 2019","The most important thing I like about linkedin is that its authenticity and security.You will find all professional things here, nothing else. It helps you to connect with different business and experienced people's. It's also provide an opportunity for job seekers to get highlighted in front of corporate people's. It's helps me to grow professionally.Review collected by and hosted on G2.com.",The thing I don't like about linkedin is that it provides an QR code of profile which is not that much useful. Another things it's fees for linkedIn premium account.Review collected by and hosted on G2.com.,It has provided me lot of job opportunities. It's helped me to connect the experienced person's in my organization.I get to know all corporate news and relevant job profiles that are currently open.Review collected by and hosted on G2.com.,5
"Jan 07, 2020",I am a LinkedIn member since 2013 and i have over 7k connections. The best part of this tool is you can send connect invitation to anyone and while sending it you can add few lines of message why you would like to connect with them i;e offering new Job / asking for job opportunities / connect with Colleague etc.Review collected by and hosted on G2.com.,"There are only few limited searches for the month and after that, the portal will automatically redirect you to the paid version.Review collected by and hosted on G2.com.",LinkedIn helps in increasing professional connection and allows us to get information about the jobs and the latest update on technologies and current affairs.Review collected by and hosted on G2.com.,5
"Oct 07, 2019",LinkedIn is a very complete and comprehensive job search tool. Its great for recruiters and making job advertisements and is very elaborate and straightforward.,"For the job seeker, making customized job searches including job searches based on location, salary and level of experience are so easy to customize.",LinkedIn is the tool we use at our firm to create advertisements on open positions. Its a great social platform for networking and I heavily rely on it when it comes to making job searches myself.Review collected by and hosted on G2.com.,4
"Oct 06, 2019","It is great, to have all jobs in one platform, it works flawless, and notifications are great. What I find spectacular, is going to companies I like, and selecting the option jobs, I can see each companies positions posted per companiesReview collected by and hosted on G2.com.","When you have a list of jobs, it is difficult to navigate back to the list, once you start applying. Some companies do not have ""easy apply"" witch takes you to a lot of different varieties of webs to apply, with different functionalities, overwork having to load all your info every time, or even some takes you to ""beejobs"" which ask you to pay to be able to apply. one aspect of it that I think could be improved upon, is the quality and overall frequency of e-mails that are sent to a user´s inbox.Review collected by and hosted on G2.com.","I am a freelancer, always looking for opportunities, and it solves this a great deal. Also every time I read about a company I like, I search it in LinkedIn, and look for positions posted on their Linkedin profile.Review collected by and hosted on G2.com.",5
"Jan 22, 2020",Linkedin gives you a platform where you can interact with potential employers as well as organizations that one may be interested to work with. Current vacancies and job opportunities posted on Linkedin reduce the chances of people being conned by imposters posing out as employers or recruiters.Review collected by and hosted on G2.com.,Linkedin has jobs that are as old as a month ago that if one is not keen on how to check for openings they might easily end up not knowing current opportunities at work places.Review collected by and hosted on G2.com.,Linkedin has enabled me to stay afloat with the current trends in the industry and know the needs and demands of organizations.Review collected by and hosted on G2.com.,4
"Oct 01, 2019","LinkedIn Job Search is brilliant. Not only does it show you all of the different roles available on the market but, with premium, you can even compare your own talents to others applying for the same role. It suggests new roles based on previous jobs that you've looked at and others in the same geographical area. It's very easy to change or alter your job search based on different requirements and it's become my first port of call for finding a new role.Review collected by and hosted on G2.com.",Generally nothing - I find the platform very easy to use and I've successfully found jobs on there before. Sometimes the jobs recommended aren't as suitable as I would have liked although there's always a large variety to scroll through. Sometimes the system can refresh too quickly and you can lose sight of a role which is frustrating but not the end of the world!Review collected by and hosted on G2.com.,"In terms of benefits, I've been able to search for new jobs using criteria I wouldn't have previously searched for.Review collected by and hosted on G2.com.",5
"Sep 29, 2019","What I like most about Linkedin is that flexibility in the entirety of its apparatuses, it gives you the choice that you like the most when archiving your data (Studies, Work Experience, Professions) Linkedin enables you to transfer your Curriculum or essentially add it to the Profile. it's easy to use. This interpersonal organization is proficient to the point that I have not heard a contrary remark from individuals who have enlisted to get a decent line of work and have not accomplished, it is the contrary you will consistently have constructive outcomes to your pursuit of employment. In the event that you have a LinkedIn account, you can get your resume to apply legitimately through LinkedIn to some employment propositions.Review collected by and hosted on G2.com.","I have no negative for the LinkedIn quest for new employment. At no other time had there been an informal organization that would be in charge of making associations among experts and huge business visionaries for a decent reason. I cherish. It would be great when there are individuals who see your profile to consistently observe what their identity is, yet without paying that sadly isn't a choice.Review collected by and hosted on G2.com.","There is immediate correspondence with clients, offers permeability to the brand, Publish helpful and important substance for your clients. Try not to be endogamous. By and by, the best programming to scan for employment bids and make me known in the worldwide enlisting market.Review collected by and hosted on G2.com.",4.5
"Sep 26, 2019","- First of all user needs to create a LinkedIn profile to use LinkedIn Job Search, by creating LinkedIn","Profile, LinkedIn can analyze and understand that what kind of job or work user is doing currently and",companies.Review collected by and hosted on G2.com.,4
"Sep 25, 2019",The most things I like about job search are like below:,"1. You can easily find job based on category like javascript developer, UI designer etc With additional filters which can help you to find best suited job for you.","Using job search, i found many jobs which were relevant to my profile. Main thing is i found relevant jobs in big companies where i can apply easily using job search which was hard to apply from other portal.Review collected by and hosted on G2.com.",4
"Sep 25, 2019","I love the simplicity of using LinkedIn Job Search. There are numerous jobs available for you to apply according to your job profession. You can filter hundreds of jobs according to the location and profession.  In addition, your application can be highlighted to job posters. Furthermore, you can get competitive insights on others who are applying to the same job as you.",,This tool helped me find my first and current job.Review collected by and hosted on G2.com.,5
"Sep 24, 2019",So many opportunities posted on linked in job portal because of it is large network for many professionals and a single place to connect and meet them all.,,I also used linked job search because I know their is lots of experts of industries available who can help us to meet our requirements and provide us a job which we are looking for.Review collected by and hosted on G2.com.,5
"Sep 23, 2019","It is the best platform I have come across that enables professionals to share the latest trends, inspirations, and news with each other. It helps you be informed about the market and industry.",,LinkedIn keeps me alert on new business and employment opportunities that arise. It has immensely helped me in getting contracts from companies that I network with on the platform.Review collected by and hosted on G2.com.,4
"Sep 19, 2019",LinkedIn is an excellent tool to source job openings on companies looking to hire professionals. I like it because you can set custom alerts job openings in your field of specialization.,,Review collected by and hosted on G2.com.,5
"Sep 18, 2019",I love this majestic tool because of the easy way I can connect with millions of professionals around the world from the comfort of my home and get to know in depth each of the job offers that are generated in the labor market.,,"I like the way in which linkedin has allowed me to reach information from different locations and territories in labor matters and from the comfort of my home, in addition to that making work links through my professional network and keeping in constant communication with colleagues of studies and Old jobs, the way to pre-alert and receive each of the notifications when there are new job offers is great, Linkedin has really become a great tool loaded with productivity and good benefits for current professionals.Review collected by and hosted on G2.com.",5
"Sep 13, 2019","I love that LinkedIn is globally recognized and internationally accepted as a job search tool. Big international industries use LinkedIn for their advertisement for job positions in their firms and this offers a great platform for job seekers, like me, to find jobs from different sized firms and companies. What's more intriguing is that LinkedIn is a very open and very inclusive firm that can be used and accessed by anyone and everyone.Review collected by and hosted on G2.com.",The tool is used as a platform for advertisements and advertisements can sometimes feel very distracting.Review collected by and hosted on G2.com.,"Secondly, I use it as a learning tool. Linkedin has been used by recruiters and users alike as a blogging platform that offers a lot of learning and insight, especially in the job market field.Review collected by and hosted on G2.com.",4.5
"Sep 12, 2019",I find it very easy to use because of its friendly user-interface.,I also like how it sorts and categorizes professional areas making it easy to focus in a particular area of specialization.,I find it very useful and it has boost my skills by getting trending issues in my area of specialization.Review collected by and hosted on G2.com.,4.5
"Nov 26, 2019","LinkedIn has gave me the best option and the best way to connect to the companies which are in search of the work that I can exercise and ready to adapt me. It is perfect to find jobs that suit each of the users. Residing in Kolkata, I got a job in Mumbai, that is, it allowed me to locate companies in my one of the favorite cities. I liked the two way process of LinkedIn as it also allows the company to view my profile and appoint me as their employee. LinkedIn has helped me getting job in my dream company.Review collected by and hosted on G2.com.",The legitimate profiles is the thing I hate the most in LinkedIn as it really waste my time in searching. Till date I don’t have any other complaints regarding LinkedIn as it has been the best in its way.Review collected by and hosted on G2.com.,"Hey there, I am here to let you know about a fantastic search box which allows you to get to the companies and organizations which requires candidates like us and look to adapt employees. Here we go with the review to the LinkedIn.Review collected by and hosted on G2.com.",4
"Apr 18, 2020",The majority of the jobs that you will see on LinkedIn are from very reputable companies and there is a lot more information available about the positions/companies than most job search websites.Review collected by and hosted on G2.com.,There are significantly more high-quality applicants so your chances of being contacted are smaller just due to sheer volume. The website can also glitch when you're trying to choose a location or a keyword to search.Review collected by and hosted on G2.com.,LinkedIn Job Search allows me to stay up to date with hiring trends in my city and to see what industries are growing. It has also been a very helpful tool when deciding what my next career step could be.Review collected by and hosted on G2.com.,4
"Mar 27, 2022",Linkedin is best for job search as well as recruiters. It is a kind of social networking site and we can find lots of professionals here. it is easy to use as job search has been made easy here by lots of filters added by LinkedIn. There are lots of companies profile that you can find on linkein. All kind of big companies as well as startups. Because of which it's easy for recruiters to find best fit for any specific profile and job seekers to find a job. Linkedin also providesvarious courses that can help job seekers to improve and build their profile.Review collected by and hosted on G2.com.,Linkedin provides premium packages which can be expensive. There is also a threat of identity theft. people can use anyone else identity. There are lots of spam messages that keep appearing which can be irritating.Review collected by and hosted on G2.com.,"When there was no such online job search site it was difficult to find a job but now because of Linkedin, it's very easy to find a job. I do not find difficulty in searching for a job as there are N numbers of job posts available.Review collected by and hosted on G2.com.",5
"Sep 28, 2022",It doesn't show all the suggestions. It only shows personalised job suggestions which we would be interested. Their search also has filters which makes easy for us to search jobReview collected by and hosted on G2.com.,This site works perfectly well. There is nothing needed to be changedReview collected by and hosted on G2.com.,Helps to connect with people from different organization and understand the work culture before joining there.Review collected by and hosted on G2.com.,5
"Sep 01, 2022",The best thing about Linkedin job Search is:,1. You can search for as many jobs and candidates as you can with a guarantee that the job post is authentic.,"Linkedin Job Search is helping me to Connect with new people, Search for jobs that are relevant to me.Review collected by and hosted on G2.com.",4
"May 02, 2022","Linkedin is a very helpful platform for all students as well as employees. LinkedIn uses for searching for all types of jobs and internships. basically, students upload their information on linked in and many companies hire most of the students so it's very helpful.Review collected by and hosted on G2.com.",The LinkedIn platform is very helpful for finding jobs but sometimes it takes time to find a job according to the worker because it's depending on companies and then thy post their requirements and you apply.Review collected by and hosted on G2.com.,using LinkedIn i get an internship in a big and great company and as well as I find many types of jobs related to y field its very helpful for me because after intern am placed at a good company which is I found on linkedIn.Review collected by and hosted on G2.com.,5
"Mar 13, 2022",LinkedIn job search is very popular in recruiters as well as for job seekers. It provides a variety of options to find the right employee and also the right job. It's awesome feature is filters by which you can find the desired job. You can easily view the profile of the company which will give you a lot of information about the strength of the company. We can easily find the right job for which we are looking for. I recommend everyone w to find the job to use LinkedIn job search.Review collected by and hosted on G2.com.,One thing which I dislike about the link in is at its premium package is very expensive and it gives you less opportunities for free account. And its becomes very hard for a person who is jobless to buy the its premium package. Other than that I have not find anything worst in the LinkedIn job search.Review collected by and hosted on G2.com.,I am constantly using it to find a right job for me. I have created collections which I hope that they will benefit me in future. Overall it is very helpful for me to find a good job. It is give me a lot of confidence and motivation.Review collected by and hosted on G2.com.,5
"Mar 04, 2022","LinkedIn Job Search is equally popular amongst recruiters and job seekers. Once you set your job search criteria, this platform offers you a large pool of open relevant positions to choose from through a detailed amount of information available about the company, role, job posted by, and accessible way to apply. You can easily do thorough research about the company and seek reviews and references from other employees working with that company.Review collected by and hosted on G2.com.",The number of job alerts shared by LinkedIn sometimes spam my feed and do not look relevant and up to date. Many recruiters don't remove their job postings even after the position is filled. LinkedIn must create some mechanism to keep a check on that.Review collected by and hosted on G2.com.,"It's the most effective platform for job search. Today, the best way to find a suitable and most rewarding job is to network better and keep oneself aware of the insights of an organization one wants to be employed in. LinkedIn helps me in that. It's a handy tool to network better for opening career doors.Review collected by and hosted on G2.com.",4
"Aug 08, 2022",-Number of professionals in LinkedIn is a pro. Recruiter can record multiple applications even for one one position.,,"With detailed JD, it actually help to understand the job requirement and one can prepare accordingly.Review collected by and hosted on G2.com.",4
"May 16, 2022","Being in a IT field you cannot miss on searching job on various job portals, here I came across LinkedIn Job Search and I can say its the best job portal to look out for when in search of any job. Few things which I liked while using LinkedIn job portal are-",1) User interface is easy to figure out.,- Problems on finding a good resume builder has been solved.Review collected by and hosted on G2.com.,4
"Jun 23, 2022",The best thing about linkedln job search is the filters which provide you a accurate and filter job opportunity which are suitable and perfect for your choice and it also create a filter setup which will provide same kind of opportunities in feature also.Review collected by and hosted on G2.com.,There is not much to dislike but sometimes it shows some unnecessary jobs which are already expired but still there is one filter option which show the latest post of job on top and remaining in below. So it will more helpfull to apply first for that job.Review collected by and hosted on G2.com.,It helps me get the reminders for the job opportunity which I have set on LinkedIn job search wherever the job opportunity is posted on it and it meet to my filter it automatically gives me alerts of it.Review collected by and hosted on G2.com.,4.5
"Feb 27, 2022",Linkedin is one of the best job search platform in market currently anybody who is trying to seek new jobs or searching for new jobs this is the place to find and you will find a job according to your needs. In linkedin most of the companies apply for job profiles i got my job searching on linkedin this tool will help you alot it also gives alot of information about the company or organisation your are trying to apply for its a very good tool.Review collected by and hosted on G2.com.,There is not much to dislike about this tool only thing is that now like all the other apps linkedin is also become a subscription app to get the premium features you need to get the subscription however i personally have not taken the subscription by using the normal version i got my job so yes people who want to explore more about linkedin can take the subscription.Review collected by and hosted on G2.com.,I was trying to search for a technical field job but i didn't know which company to search for then i tried linkedin and i got many options in and by choosing from on of the option i got my job. It is a very good who is trying to search for new jobs people must try this if they are unable to get any.Review collected by and hosted on G2.com.,4.5
"Jun 14, 2022",The option that lets you save a job search and then get future notifications whenever a new job of the same search is posted. Also the filters are very inclusive and goes into all of the details needed.Review collected by and hosted on G2.com.,I think it maybe a little bit about the precision of the job search keywords for example when I search about AI engineer I get results that are not closely related to the words of the search.Review collected by and hosted on G2.com.,"It matches you to the available job opportunities, helps companies reach best talents, makes job search easier and faster, improves the quality of the job search and talent search process for both applicants and companies. For me it was extremely helpful since most of my previous jobs and internships were obtained through LinkedIn job search either directly or indirectly.Review collected by and hosted on G2.com.",5
"Feb 20, 2022","Through this platform we can explore and find good jobs according to our qualifications. Many professionals and companies are providing job opportunities on this platform. We can apply for jobs of our choice and if they accept, we will contact them and complete other procedures to get the job.Review collected by and hosted on G2.com.","The main challenge is the high risk of our identity and information being stolen. With so many people and companies, it can be difficult to figure out what works best for us. Its premium membership is expensive.Review collected by and hosted on G2.com.",When I started using LinkedIn I was able to meet new people. Everyone is talented in their profession. What made me so happy as a teacher was that a lot of students got jobs in it. There are still a lot of educated unemployed youth in our country and LinkedIn wants to open up better opportunities for them.Review collected by and hosted on G2.com.,4.5
"May 24, 2022",The best think I like about linkedln is that it is not only we want the job linkedln try that we get job some there linkedln feature help to get our profile attention from recruiter and the filters as well as the job notification is very good which help to get the suitable job opportunities to you.Review collected by and hosted on G2.com.,"As for now there is nothing to dislike about the linkedln job search but the feture which really I like are filters which help me to sort job opportunities as per my conditions like job place, technology and positions.Review collected by and hosted on G2.com.",It helps me to get the job that I looking for and still it help get the new opportunities which is coming in recent markget it helps me to grow in growing market because of it I can understand value to our work in market.Review collected by and hosted on G2.com.,4.5
"Jun 14, 2022","LinkedIn Job is one of the best apps for people who want to be successful in life, in this apps you can search a job that suitable in your profession and talent.Review collected by and hosted on G2.com.","There is nothing i dont like in Linked in because linked in is perfect for people that has ambition in life, you can just seaech and scroll on whatever job you want.Review collected by and hosted on G2.com.","You can search easily for what your want to be in your life, it benefits most of people who difficult to find a job, this is reallt helpful because you know, its pandemic and hard to find job nowdays.Review collected by and hosted on G2.com.",5
"Aug 09, 2022","I like the most the fact that you can apply to jobs straight from the app, to the jobs that are listed as ""Easy Apply"" and the fact that you receive notifications on each status update during the job hunting process.Review collected by and hosted on G2.com.",I do not have things that I dislike on the app.Review collected by and hosted on G2.com.,LinkedIn Job Search is putting together the job seekers with the job hunters.Review collected by and hosted on G2.com.,5
"Feb 17, 2022","I've started using LinkedIn regularly since it's a fantastic professional networking site. When I submit information about my field of interest, LinkedIn displays a list of connections, postings, and firms relevant to my career; this, I believe, is LinkedIn's most appealing feature.  Another fantastic feature is that users will notify about every little thing, such as views, profile checks, and so on. LinkedIn is the most delicate and straightforward way to find a job in any field.Review collected by and hosted on G2.com.","You can't wholly rely on LinkedIn for job opportunities because some recruiters don't post their openings on LinkedIn, so you'll need to have some other contacts as well.  However, this only happens about 5% of the time because most jobs post on LinkedIn, and the other features LinkedIn offers are unrivaled. More power to LinkedIn.Review collected by and hosted on G2.com.","No other platform allows you to track your job applications, save your job search, and receive emails and updates from LinkedIn to your email address.Review collected by and hosted on G2.com.",4.5
"Feb 15, 2022","I find easy the way that I was able to customize my job search, not only according to my recent experience but also based on the information I had already pre-selected. Selecting one-click applications helped me obtain more interviews opening my job search. I was able to choose the job I wanted to apply for, and most of the time was very easy to do so. I can say that I landed many first and second interviews, and I found through LinkedIn the right job for me.",It was also great having a LinkedIn professional suggesting job applications based n my search and qualifications.Review collected by and hosted on G2.com.,"I was able to find a suitable job when needed; I can create connections that might help in the future, and I can also stay up-to-date regarding the current job demand.Review collected by and hosted on G2.com.",5
"Jun 23, 2022","the best part of using linked job search is that 90 % of the jobs are real, and on LinkedIn we can directly contact the current employee of the company we want to apply to, and the easy apply feature is like the cherry on the cake.Review collected by and hosted on G2.com.",The fact that LinkedIn notifies you of people looking at your profile. I never actually go on anyone’s LinkedIn page because I don’t want them to see me stalking them.Review collected by and hosted on G2.com.,"Providing authenticated jobs providing actual feedback on the job I have applied, like if I got selected it mails me or if I don't get shortlisted it mails me for that as well so I can track in which organizations my profile is in consideration.Review collected by and hosted on G2.com.",4
"Jan 16, 2023","search criteria are extensive, easily search for remote jobs, effort made to list salary in job summaryReview collected by and hosted on G2.com.","search results tend to list all jobs with one of the keywords in the title, this is not helpfulReview collected by and hosted on G2.com.","easily see job postings, company pages, contacts that I have in my network with connections at that companyReview collected by and hosted on G2.com.",5
"Feb 08, 2022",- Job search on LinkedIn is very efficient,- Anyone can directly contact to HR or Company's personal and talk one on one.,"- I just need to add my skills, education qualification, & experience and jobs related to my profile will be listed and filters out.Review collected by and hosted on G2.com.",5
"Feb 08, 2022",It's been a while since I 've started using LinkedIn The response has been overwhelming. We can see a lot of people who have succeeded in this and we get a chance to interact with them. We can find jobs according to our qualifications. LinkedIn is a great platform for job seekers and professionals.Review collected by and hosted on G2.com.,"Not everyone in it is consistently active. And with so many profiles, it's hard to find a fake account. So there is a possibility of getting stuck. This sometimes confuses me. There are a lot of fake profiles in this, so I'm afraid my privacy will be lost in this.Review collected by and hosted on G2.com.","Overall this has been very helpful to me. I was able to see a lot of successful professionals in my area. It gave me great motivation and confidence.Of course, I firmly believe that this will provide good employment opportunities.Review collected by and hosted on G2.com.",5
"Nov 08, 2022","User-friendly application, We can use this to reduce our hiring costs.",Promotes company goodwill.Review collected by and hosted on G2.com.,"It is coming up with new options like actively looking and hiring, which will help us to recognize & convey the candidate easily.Review collected by and hosted on G2.com.",4
"Mar 04, 2022",Linkedin job search is an excellent platform for graduates and learners to find suitable jobs. Having a LinkedIn profiles makes us more likely to get jobs because a lot of great companies have recruited workers through LinkedIn. Linkedin job search is a platform that has already provided employment to many individuals.Review collected by and hosted on G2.com.,There are a lot of job possibilities so sometimes there are doubts as to which one to choose. There is a fear of being trapped.Review collected by and hosted on G2.com.,LinkedIn job search opened up a lot of job opportunities for me. Offers and details from many companies and professionals come as notifications. It reminds us. Its utility services are excellent. LinkedIn provides the opportunity for me to find suitable jobs for our liking.Review collected by and hosted on G2.com.,5
"Jul 29, 2022","LinkedIn is a great place to search for a new opportunity. Moreover, there are no people who are ready to give referrals which helps us to ask for the same and make better chances to get the opportunity.Review collected by and hosted on G2.com.",The problem with LinkedIn job search is it's not that much effective for direct application. 95% of the time the chance to get a reply from the recruiter is negative.Review collected by and hosted on G2.com.,LinkedIn job search is helping organisations reach out to no. of competent candidates who are really good at many things to apply for the opportunity which effectively helps the organisation to get great candidates.Review collected by and hosted on G2.com.,5
"May 31, 2022",Efficient and a good job-searching platform. Increases our visibility for job using the Open to work logo. The environment is very professional and there are various credibility tests and LinkedIn leading courses to improve our skill sets.Review collected by and hosted on G2.com.,"Various job posts appear in the platform which are totally fake and just used a marketing platform for the company via likes, share and comments. A number of spam messages also happen in inbox. Even the price of premium is too high to afford for a fresher looking out for a job.Review collected by and hosted on G2.com.",LinkedIn is being used to connect with the professionals relevant to the courses and skills and getting updates of job postings that appear from time to time. It is also being used to get any kind of recommendation from the experienced professionals.Review collected by and hosted on G2.com.,5
"Jan 24, 2017",I've used LinkedIn primarily in the past to search for jobs versus job boards. I like that you can usually view who the Recruiter or Hiring Manager is for the position and sometimes you don't have to upload a resume...you just upload your LinkedIn profile. Super easy and the jobs seem more legit that those that tend to be too wordy and questionable on job boards.Review collected by and hosted on G2.com.,"Super user friendly, easy to navigate and it takes less time than other job search boards.Review collected by and hosted on G2.com.","Fantastic, but try to negotiate pricing packages if you can.Review collected by and hosted on G2.com.",4.5
"Nov 21, 2016","The possibility to have access to some tools for Premium users, like see everyone is looking for youReview collected by and hosted on G2.com.",The jobs posted in Linkedin did not match what i was looking for.Review collected by and hosted on G2.com.,The jobs posted in Linkedin did not match what i was looking for.Review collected by and hosted on G2.com.,2
"Jan 19, 2017","I want a Job in HR , LinkedIn has provided me the right and genuine opportunity/notification.Review collected by and hosted on G2.com.",Best thing is its propogation and awareness regarding right job.Review collected by and hosted on G2.com.,"In personal text message section, one cannnot juge whether that message has been seen or not ? kindly rectify thisReview collected by and hosted on G2.com.",4.5
