review_time,positive_review,negative_review,problems_solved,rating
"Jan 17, 2019",You can set up an assessment in minutes and get it to a candidate.Review collected by and hosted on G2.com.,No integration with MightyRecruiter and restrictive detail access.Review collected by and hosted on G2.com.,We use it to assess potential hires before an interview.Review collected by and hosted on G2.com.,5
"Mar 08, 2019",This is super easy to use and effective in bringing on new employeesReview collected by and hosted on G2.com.,Still getting better but can’t keep candidates from cheating and you’ve got to go through support for retakesReview collected by and hosted on G2.com.,Get them.Review collected by and hosted on G2.com.,5
"Jul 30, 2018",Indeed helped our organization post several jobs at once and hire a new person for one of the positions.Review collected by and hosted on G2.com.,"From start to finish, Indeed made the process simple and intuitive. We had two positions we were hiring for and several people who needed to review the applications. It was easy to keep the resumes separate and code the applicants so that someone could pick up where another had left off. We could also really easily track the applicants throughout the process. I really liked the ability to save email templates to make it faster to email people during the different stages of the interview process.Review collected by and hosted on G2.com.","We created one account and shared the login info with the people that needed access so that we could all work in the same spot. There is probably another way to do this, but it worked really well for our small staff to all see the same things.Review collected by and hosted on G2.com.",5
"Sep 07, 2018","I can set up alerts based on location, keywords, salary range etc and other such great functionalities. This has helped me get a good job soonReview collected by and hosted on G2.com.",Indeed must have a function of linking our LinkedIn profile which auto populates the career data in the resumeReview collected by and hosted on G2.com.,"I got a job through Indeed. In my current organization, we use Indeed to regularly post job opportunities and get good quality talent from it.Review collected by and hosted on G2.com.",5
"Mar 07, 2019",This dashboard makes it a breeze to analyze en mass. Comparison tools are easy to read.Review collected by and hosted on G2.com.,THey should enable more sorting and filter functions.Review collected by and hosted on G2.com.,This helps to narrow down perspective candidates with efficiency.Review collected by and hosted on G2.com.,4.5
"Sep 28, 2018",The website is very easy to use. I like the clean UI designs and how it allows professionals and employers to connect.Review collected by and hosted on G2.com.,"The benefits don't seem to apply to everyone. I've used this website myself to apply for jobs and I have never, ever, heard back from an employer.Review collected by and hosted on G2.com.",One of the benefits I have realized from Indeed is the exposure to job openings in my area and profession. This makes the job searching process a lot easier and less stressful.Review collected by and hosted on G2.com.,4
"Mar 08, 2019",I am personally using this program to look for prospective applicants for employment.Review collected by and hosted on G2.com.,Need more specific detailed assessments.Review collected by and hosted on G2.com.,This will allow me to narrow the pool of employees needed.Review collected by and hosted on G2.com.,2.5
"Sep 28, 2018",It's very easy to use and the format of the resumes you view are very organized. There is an option to view the entire resume which is great.Review collected by and hosted on G2.com.,"Sometimes, it may just be an error on my part. The resumes you decline may still appear in a general search.Review collected by and hosted on G2.com.",Hiring and retention. The format of the site is much better with the updates. Everything is user-friendly and great to use.Review collected by and hosted on G2.com.,4
"Dec 21, 2017",We use Indeed to post job openings within our organization.Review collected by and hosted on G2.com.,We like the reach that indeed has to qualified applicantsReview collected by and hosted on G2.com.,There are no real drawbacks that we have seen to this pointReview collected by and hosted on G2.com.,5
"Jan 10, 2018",Indeed is a great way to find a good job and look for good employees!Review collected by and hosted on G2.com.,I love all of the job opportunities given by just one search!Review collected by and hosted on G2.com.,"If you are looking for a job or searching for a great new employee, then this is the app for you!Review collected by and hosted on G2.com.",5
"Jun 15, 2017","I do all the hiring at my company and Indeed is my go to job board. I usually weed through a lot of non qualified candidates, but I will eventually find what I need. I usually only do free jobs, recently I sponsored 4 jobs and my applicants tripled! Definitely worth using (and sponsoring) if you are the only recruiter in your company! Also, Andrew is my contact there and he is the best and most helpful representative I have had the pleasure to work with.Review collected by and hosted on G2.com.",A lot of qualified candidates on Indeed. If no one is applying to my jobs I can usually source them!Review collected by and hosted on G2.com.,Find a contact to work worth if you plan on posting a lot of jobs. They can be really helpful since they see the full market trendReview collected by and hosted on G2.com.,4.5
"Sep 19, 2017",Great tool to build your database.  Candidates are quick to respond/apply.Review collected by and hosted on G2.com.,The free tools are very easy to use.  You get a great return of resumes from job postings.Review collected by and hosted on G2.com.,Never enter your credit card informationReview collected by and hosted on G2.com.,2.5
"Sep 21, 2017",Great website to post jobs and find qualified candidates and easy to use.Review collected by and hosted on G2.com.,I like the fact that you post a job for certain skill sets and you come across qualified candidatesReview collected by and hosted on G2.com.,I would recommend Indeed to other recruiters since it's an easy tool to find candidates.Review collected by and hosted on G2.com.,5
"Feb 06, 2018",We use indeed to post job listings and get immediate responsesReview collected by and hosted on G2.com.,The very simple interface that allows it to be used by anyoneReview collected by and hosted on G2.com.,The price is a bit high but it’s easy to maneuver around thatReview collected by and hosted on G2.com.,5
"Jan 02, 2018",We post all of our jobs with indeed and can search for resumes too.Review collected by and hosted on G2.com.,We know our jobs are getting seen with Indeed and its quick and easy to use.Review collected by and hosted on G2.com.,Indeed is easy to use and works well with our other vendors!Review collected by and hosted on G2.com.,5
"Jun 18, 2017","very simple apply to some jobs, job match email notificationsReview collected by and hosted on G2.com.","I like indded best is the filters. Very thorough. I can reach out to candidates whose contact information is no available on their resume, which I like that because I respect people's personal inforamtion. The job posting page is very flexible, there is no restriction in how to name the title or else. You can do it like an advertising, make the language very customizable to the comopany image and control the impression delivered to aplicants.Review collected by and hosted on G2.com.","I do like the design of the page. It looks practical but dull. Sites like LinkedIn is more fancy, and really enjoy using that product. Email notification can get annying sometimes, people that are ot good match, but you cannot turn it off because you dont want to miss out anything. Should have more selections in customizing information received from Email Notifications.Review collected by and hosted on G2.com.",3.5
"Jun 15, 2017","We continue to source applicants using Indeed's Resume search functions.  It is flexible in terms of geography, skills, education and experience.  It has been the best source of qualified applicants we have used.Review collected by and hosted on G2.com.",Resume sourcing through Indeed is reasonably priced and there are new qualified applicants in our field and in our hiring areas.  The standardized resume format makes the process more smooth.Review collected by and hosted on G2.com.,Indeed has two platforms available for sourcing job seekers.  I have experienced with both sponsored job postings and sourcing candidates with resume search.   I have had more success (with lower associated costs) by utilizing the resume search.  The downside is the time that must be spent on a regular basis to ensure a steady flow of qualified applicants.Review collected by and hosted on G2.com.,4
"Jan 26, 2018",Hiring and finding staff to fill positionsReview collected by and hosted on G2.com.,"Easy to use. Had lots of tabs to save notes, eject or accept an interviewee.Review collected by and hosted on G2.com.",Can seem overwhelming at first the way it’s setup.Review collected by and hosted on G2.com.,5
"Oct 27, 2017",This is a good way to search for technicians in our remote areas or when we need more technicians in certain areas.Review collected by and hosted on G2.com.,I receive the resumes for the candidates that applied for the job to my email. Makes it very easy to reach out.Review collected by and hosted on G2.com.,I cannot think of anything I dislike about Indeed.Review collected by and hosted on G2.com.,5
"Dec 15, 2017",They have helped us to staff multiple clients across the country. They are the best recruiting tool we have for our Light Industrial needs. The support we get from them has been tremendousReview collected by and hosted on G2.com.,The ease of posting ads. The amount of response we receive from our ads is amazing!Review collected by and hosted on G2.com.,Highly recommended for your recruiting needs.Review collected by and hosted on G2.com.,5
"Jun 19, 2017",I have used Indeed most frequently as an internal recruiter - searching for candidates and posting jobs.Review collected by and hosted on G2.com.,"The ease of navigating and the quality candidates that I have received from Indeed versus other job boards. I think the higher quality and volume of candidates I receive is due to the ease of applicants applying for jobs. Applicants can upload their resume/LinkedIn and it quickly populates their application. The overall website layout is easy to navigate too, especially compared to Monster.Review collected by and hosted on G2.com.",Great tool for applicants and hiring managers! I highly recommend it versus Monster/Careerbuilder.Review collected by and hosted on G2.com.,4.5
"Dec 28, 2017",Helps locate job listings in different areas. Your able to set alerts for certain jobs to recieve an email when new jobs are postedReview collected by and hosted on G2.com.,"The ability to reach multiple applicants, review resumes and communicate with potential application via the siteReview collected by and hosted on G2.com.",I wish you didn't need to use a company email address to have your account validated in a timely mannerReview collected by and hosted on G2.com.,5
"Oct 25, 2017",My company used indeed to post jobs that are available within our organization.Review collected by and hosted on G2.com.,I love how easy it is to search for jobs in your area as well as see average job title salaries. I also love how easy it is to post jobs and get responses from applicants.Review collected by and hosted on G2.com.,Indeed is a great way to find potential employees. You really have nothing to lose!Review collected by and hosted on G2.com.,5
"Dec 04, 2017",I use this platform daily to source for qualified candidates for construction-related positions around the country.Review collected by and hosted on G2.com.,"I like how easy it is to find candidates through boolean searches, and narrow down criteria from there.Review collected by and hosted on G2.com.",It's frustrating to have to send potential candidates an email thru Indeed instead of being able to get their contact information automatically through a paid subscription.Review collected by and hosted on G2.com.,4
"Dec 29, 2017",Get your message literally around the world with Indeed.com!Review collected by and hosted on G2.com.,I like the huge selection that Indeed.com has to choose from!Review collected by and hosted on G2.com.,You can't go wrong. use them!Review collected by and hosted on G2.com.,5
"Jun 15, 2017",We've posted 4 different positions for our office with Indeed and had very good luck with applicants. I feel as if we get a good pool of candidates quickly and they meet the requirements we need.Review collected by and hosted on G2.com.,I like how easy it is to post a position and the notifications you receive along the way. It is very user friendly.Review collected by and hosted on G2.com.,"If you have entry level positions, this is the best place to post your jobs free or at a low cost. You will not be disappointed.Review collected by and hosted on G2.com.",5
"Nov 27, 2017","I utilize Indeed.com for all of our hiring needs, they have the best and most cost effective job advertising on the web in my opinion.Review collected by and hosted on G2.com.",I like the pay per click/applying platform they use.  It allows me to set a budget instead of a flat cost.Review collected by and hosted on G2.com.,I sometimes get people applying that have none of the skills that are required to apply.Review collected by and hosted on G2.com.,5
"Sep 25, 2017",I post jobs to indeed to identify candidates before screening themReview collected by and hosted on G2.com.,It is a great tool for recruiters. When unable to find people elsewhere Indeed is a great go toReview collected by and hosted on G2.com.,When people apply to a job without their phone numbersReview collected by and hosted on G2.com.,4
"Jan 18, 2017","Indeed was the first job search engine that was able to scrape our organizational career site. Many other systems attempted to access out Applicant Tracking System, but were unsuccessful in regularly pulling our position to their own sites. Additionally, indeed was able to direct link back to our website in order for applicants to apply. Many big name groups could never offer us such solutions that Indeed did. What Indeed provided was a higher exposure of our positions, and increased applicant traffic to our internal career site.Review collected by and hosted on G2.com.","Indeed is the Google of job searches. Not only have I personally been able to find and get linked to new career opportunities, I've equally posted my own positions  (or had them bulled manually) to attract top talent. The ease of Indeed to ""quick apply"" I believe highly increases applicant traffic, and after getting setup with Indeed we absolutely saw more applicants coming in.Review collected by and hosted on G2.com.","It's most important to ensure that Indeed service are compatible with your organizations applicant tracking system. This was the real deal maker in my organization's relationship with Indeed. Also, when having jobs posted be sure to adjust working titles to commonly used titles (i.e. Registered Nurse vs Clinical Nurse as my organization saw). As with all search engines common language and matching is key for seekers to locate your position, so abbreviated and less common language can backfire in how many views you get.Review collected by and hosted on G2.com.",4.5
"Sep 26, 2017",Indeed is an exceptional resource for recruiting.,"Easy to use and manage, Indeed makes it a simple task to post a job description and within minutes start receiving resumes that are emailed directly to you to review.",Sponsoring is needed to fully propel your job to be seen.Review collected by and hosted on G2.com.,5
"Nov 15, 2017",I'd used Indeed for a few recruiting projects recently. I was able to find qualified candidates.Review collected by and hosted on G2.com.,The tracking features. Everything is presented in a nice neat package!Review collected by and hosted on G2.com.,You can use the free version and get quality candidates.Review collected by and hosted on G2.com.,4
"May 09, 2017","I have posted many positions with Indeed. Most of been in the Southeast US, and they bring me many high-quality candidates.Review collected by and hosted on G2.com.",I like the ease of posting. As well as the monthly report of how each position has performed.Review collected by and hosted on G2.com.,"I would try the free posting to see how many candidates you get with that. Once you upgrade you see about twice as many applicants and they are good quality. As a job seeker, I definitely saw the paid job postings more, so the payment is worth it.Review collected by and hosted on G2.com.",5
"Jun 15, 2017","Helped gather candidates for the Admin Assist position that we had open for our President & CEO!We received great candidates, and were able to hire the right candidate for the position.Review collected by and hosted on G2.com.","I like the best, that if I put certain criteria that the candidate needs to have, it immediately let's me know if the candidate has those qualifications, also that I don't have to draft a rejection letter to each employee, i just click a button and it send an email. The best part is it's free.Review collected by and hosted on G2.com.","I disliked that I received so many unqualified candidates, and having to go through so many resumes.Review collected by and hosted on G2.com.",5
"Feb 09, 2019",The assessments that your employees can take to help you find out about them.Review collected by and hosted on G2.com.,There is nothing that I dislike about IndeedReview collected by and hosted on G2.com.,Staffing needsReview collected by and hosted on G2.com.,4.5
"Mar 08, 2019",Decreased time required to go through applicants for a position.Review collected by and hosted on G2.com.,We are unable to edit assessment questions.Review collected by and hosted on G2.com.,Reduced time taken to hire candidates because we are better able to assess their skills and proficiency.Review collected by and hosted on G2.com.,4
"Oct 19, 2018","I have used indeed when I was looking for job and currently use it for hiring people. Indeed really helps me with my recruitment, its resume DB feature helped me to connect with both passive and active candidates. One of the thing I like about Indeed is it is a free tool, and it keeps our job live for 90 days but yes since its free the traffic flow to those jobs will be lesser than a sponsored jobs.Review collected by and hosted on G2.com.",This year beginning they changed the Resume DB option to a paid subscription. And its expensive now.Review collected by and hosted on G2.com.,Indeed had helped me with all my recruitment needs. And I have made quality hires as well.Review collected by and hosted on G2.com.,4
"Jan 09, 2019","We mainly use indeed for our hiring of openings. Initially, we would just post the job and ask applicants to email the hiring manager directly, however Indeed is making so really great changes to aid in the hiring and onboarding process.Review collected by and hosted on G2.com.","What I like best about indeed are the new changes they have made for hiring. They now offer automating voice screening for candidates that apply, which helps save time from doing initial phone interview. You can also send assessments to candidates to prove they have certain skills you are looking for. You can also curate your own emails for hiring, interviewing, rejection, and they will send it to the candidates at the touch of a button.Review collected by and hosted on G2.com.","As a non-profit, the only thing we do not like is the cost of sponsoring a job so that it is a highlight on the page. Other than that, there is no other dislikes.Review collected by and hosted on G2.com.",3
"Apr 14, 2019",My favorite thing about indeed is how easy it is to use. It is very straightforward and simple to get around and view all of the things indeed has to offer.Review collected by and hosted on G2.com.,After using indeed for years I’m not sure that I’ve found anything that I don’t like about it.Review collected by and hosted on G2.com.,Using indeed featured employer has made it easier for us to find employees.Review collected by and hosted on G2.com.,4
"Jan 29, 2019",This is a job recruiter that makes communication easier for both the interviewer and interviewee.Review collected by and hosted on G2.com.,Sometimes the technology lags when using.Review collected by and hosted on G2.com.,Recruitment is easy. I can now use text messaging to recruit people and communicate with my team.Review collected by and hosted on G2.com.,5
"Mar 07, 2019",Easy to post and view resumes. Lots of applicantsReview collected by and hosted on G2.com.,sometimes you get too many resumes that would not be considered. Maybe a better way to filter these out can be easier.Review collected by and hosted on G2.com.,"We hire sometimes for just help for part-time, or temporary. This has helped us to realize that we do need to be more particular with those who do apply to work with us.Review collected by and hosted on G2.com.",5
"Jul 30, 2018","Indeed is currently the applicant tracking system I used the most in all my career in HR. If you want a lot of cadidate nowadays, you need to publish your job add on indeed.Review collected by and hosted on G2.com.","Whenever someone is looking for a job, the first place the majority are going firs is indeed.com. I advertise every job opportunity we have on indeed. The system is so easy to manage, within just couple clicks you can publish a job add, see all the previous that were published, see all your candidate, your carreer page and everything else you need.Review collected by and hosted on G2.com.","The customer service is good, they are available, my account manager do an amazing job with me.Review collected by and hosted on G2.com.",5
"Sep 27, 2018",Indeed resume allows you to create and save a detailed resume that you can use to EASILY apply to many jobs that interest you! And you can update your Indeed resume anytime! It is very user friendly and convenient. I've used it to get at least two jobs so far! Highly recommend this product.Review collected by and hosted on G2.com.,I'd say that the only drawback is that many employers do not let you apply via Indeed resume. You'll find interesting jobs on Indeed that will still require you to apply on the employer's site.Review collected by and hosted on G2.com.,Many great jobs can be found on Indeed. Applying with Indeed resume requires only a couple of clicks. Many employers are highly responsive and will get back to you quickly!Review collected by and hosted on G2.com.,5
"Jan 29, 2019",Indeed is so popular and trusted for a reason. It’s so easy to use for both employers and candidatesReview collected by and hosted on G2.com.,At times I wish I coukd create a more thorough screening process.Review collected by and hosted on G2.com.,Indeed recruiting has saved me so much time when it comes to finding freelance workers and allows me to also delegate recruitment tasks to others.Review collected by and hosted on G2.com.,5
"Mar 07, 2019",It helps me locate and streamline employment. Gives me a detailed view of qualified prospectsReview collected by and hosted on G2.com.,There is no dislikes as of the moment. If I had any I would confess them.Review collected by and hosted on G2.com.,Help me develop better employment strategiesReview collected by and hosted on G2.com.,2.5
"May 04, 2018","This system is optimal for the occasional job poster to manage communications and feedback to/from candidates.  While you can pay for advertising, you don't have to.  We generally get great candidates without increasing the job visibility.  Anything more will likely need a supplemental system for managing additional attachments, applications, status management.  Once we start checking references on a candidate, we move into another system for managing more details and better collaboration with the rest of our team.",,"If you're a larger company with more job postings, you'll likely need something more robust.  If you don't have high turnover or more than 5 job postings in a year, this solution is hard to beat.Review collected by and hosted on G2.com.",4.5
"Nov 25, 2018","No he conseguido ningún empleo con Indeed, pero sí he podido acceder a muchas ofertas de manera sencilla, lo cual se agradece mucho. La recomiendo.Review collected by and hosted on G2.com.",En muchas ocasiones se masifican las ofertas y se hace prácticamente imposible acceder a algunas. Esto se palia un poco con sus buenos newsletter vía mail.Review collected by and hosted on G2.com.,Lo principal que resolví fue ir viendo el mercado laboral cercano a mi casa cuando me quedé sin trabajo hace unos meses.Review collected by and hosted on G2.com.,3.5
"Apr 15, 2019",Indeed featured employer is really easy to navigate and user friendly. It was easy to learn as well. It works effectively and efficiently. Really love the hiring insight reports.Review collected by and hosted on G2.com.,Not sure how many sponsored ads are run or shown. Seems like that visibility could improve.Review collected by and hosted on G2.com.,Hiring & getting more ads out for the processReview collected by and hosted on G2.com.,3.5
"Apr 14, 2019",This is a very user friendly interface for employersReview collected by and hosted on G2.com.,There is a lot of focus on recruitment instead of employement lifestylesReview collected by and hosted on G2.com.,Recruiting and searching for ideal candidates but also look at other businesses and see what types of people they are working withReview collected by and hosted on G2.com.,4
"Sep 28, 2018",I have used several different programs through the years and found Indeed Resume to be one of the best on the market. It keeps your resume closest to the original text that was submitted. Other resume services jumble your resume to the point it makes little to no sense on your original details.Review collected by and hosted on G2.com.,I don't like the fact that I don't know if recruiters are actually looking at my resume or not. It would be nice to see feedback on activity or comments from recruiters if there is any interest.Review collected by and hosted on G2.com.,The main issues arise when candidates don't complete their resume fully on Indeed and then submit a partial resume for a job. The ease of use is apparent when looking at potential candidates for open positions. It is real clear on the quality of resumes based on those that are submitted through Indeed.Review collected by and hosted on G2.com.,4.5
"Dec 13, 2018",Indeed has helped my company with job postings and applications for many different levels of positions.Review collected by and hosted on G2.com.,Very easy to post a job. It's great to have candidates come straight to my inbox with the full resume and not directing me right back to their website. They make it easier for their clients!Review collected by and hosted on G2.com.,It's a little bit of work to get candidates that are spot on with what you're looking for. I'll post a description for a Business Development Representative and will receive waitress applications. This isn't indeed's fault.. it happens everywhere.Review collected by and hosted on G2.com.,4
"Apr 14, 2019",This is the perfect place to look for available jobs and to apply for them.Review collected by and hosted on G2.com.,There aren’t many down sides sometimes searching certain job titles will bring up random jobs but that’s it.Review collected by and hosted on G2.com.,It has allowed for the company to post job openings and also for others to apply for other jobs.Review collected by and hosted on G2.com.,4
"Dec 09, 2018",I like how it is easy to find occupations in my area that suit my skills. I am easily able to find a business and do my best for them.Review collected by and hosted on G2.com.,I dislike how some jobs don’t have a “submit resume” option and you have to go through their website.Review collected by and hosted on G2.com.,Some business problems Indeed has solved is finding a empty spot in a business to fill. I am grateful that job search is easier than ever.Review collected by and hosted on G2.com.,5
"Mar 07, 2019",I like the fact that is very user friendly and that you can used it on your mobile (this is a plus).Review collected by and hosted on G2.com.,I think the way is structure it should be better. More space will be awesome and I will love to see what questions are wrong after finishing the assesment.Review collected by and hosted on G2.com.,Help us qualified candidates quickly so we save a lot of time and money.Review collected by and hosted on G2.com.,4
"Oct 31, 2018",That the service is free for promoting your company.Review collected by and hosted on G2.com.,"That they don't let you edit the company name if you happen to make a mistake when creating the account. Also, the salaries listed were not accurate.Review collected by and hosted on G2.com.",We are able to better brand our company. The benefits have been that job seekers have a better impression of our company after reviewing our company page.Review collected by and hosted on G2.com.,5
"Nov 25, 2018","I mean, it does get your company out there...it's an easy platform to use, which is nice. It lets you promote your company and even more importantly, the culture that your company cultivates.Review collected by and hosted on G2.com.","The point is for potential employees to figure out whether or not they want to work at your place, and for Indeed to put your company's best foot forward....but I'm not sure that is even possible. Because then we would be obtaining the best employees possible and that doesn't always happen.Review collected by and hosted on G2.com.",Just trying to find new/better employees. Benefits is that it puts our name out there.Review collected by and hosted on G2.com.,3
"Sep 28, 2018",I like that you can see everyone's experience. The fact that they separate each experience into its own box is great and makes it easy!Review collected by and hosted on G2.com.,"The only downside is that once their info is entered it only appears in one format, so it looks the same as everyone else's because there's no option to customize.Review collected by and hosted on G2.com.",Finding a qualified employee who has put effort into making a presentable resume.Review collected by and hosted on G2.com.,5
"Oct 11, 2018",It is really easy to post a job and easy to track any candidates that apply. Screening process is also useful.Review collected by and hosted on G2.com.,Doesn't attract the right candidates that I am looking for. I'm getting people applying and have none of the requirements I set.Review collected by and hosted on G2.com.,So far not solving any problems as we have yet to be able to hire someone through Indeed.Review collected by and hosted on G2.com.,2
"Jan 17, 2019",The easy of applying for jobs with one click optionReview collected by and hosted on G2.com.,Sometimes when I receive emails about job openings they dont open in the app and i cant even search for them.Review collected by and hosted on G2.com.,Easy screenings and finding matchesReview collected by and hosted on G2.com.,4
"Oct 20, 2021",*Easy to recruit employee based on your organization opening.,*Gets Target employees.,As a being freelancer I do hire someone employee for part works.Review collected by and hosted on G2.com.,5
"Nov 10, 2021",Indeed offers a great solution to advertise openings in our company.Review collected by and hosted on G2.com.,Some information is blinded unless you pay for a subscription.Review collected by and hosted on G2.com.,Indeed will weed out non-qualified applicants which saves time.Review collected by and hosted on G2.com.,4
"Sep 23, 2021",I love that Indeed has so many different job postings that it's easy to find something within your expertise.Review collected by and hosted on G2.com.,"There is not much I don't like about Indeed, its always my go to app when I am looking for a job. I think the requirement to fill in the cover letters each time is my least favorite part of filling out applications.Review collected by and hosted on G2.com.",Problems I have solved is having the ability to post my resume so hiring managers can find it and easily reach out to you for a job interview.Review collected by and hosted on G2.com.,5
"Mar 09, 2021","I love that you can choose the criteria for your job search and then do a quick apply. I enjoy being able to have my resume at my fingertips to upload to applications. And not only can you find a job, but you can search salaries and company reviews so you know what position fits your personality in addition to your salary and benefits criteria.Review collected by and hosted on G2.com.","There’s not much I dislike except not everyone uses Indeed to post jobs. I would like for Indeed to be the go to place for companies to post open positions. I also think if you use Indeed, you need to be careful with your applications as they are not always the most complete or customized to the job.Review collected by and hosted on G2.com.",Finding a job that meets all my needs. It’s easy to search on my phone and apply right then and there. My employer also was able to find 3x the applicants by using Indeed to post the job. Indeed helps to streamline the application and hiring processes. One great benefit is that Indeed also has career advice for job searches.Review collected by and hosted on G2.com.,5
"Dec 16, 2020",,,,3.5
"Mar 17, 2021",i liked the job management dashboard and free job posts by Indeed earlier.Review collected by and hosted on G2.com.,"Earlier I used to post free jobs on Indeed. But since I have configured the payment options and sponsored 1 job post, Indeed is flagging my free job posts and forcing me to sponsor jobs that I want to post in the free category. Now all my new job posts are automatically flagged by indeed (despite following all guidelines) and it forces me to make all job posts sponsored. I believe that's unfair and Indeed in becoming greedy.Review collected by and hosted on G2.com.",Fulfilling hiring needs for my company.Review collected by and hosted on G2.com.,0.5
"Nov 11, 2021",I like how easy it is to use in terms of posting jobs and sourcing candidates.Review collected by and hosted on G2.com.,I dislike how sometimes the candidate profiles are formatted oddly (difficult to tell if it's the fault of the platform or the candidate).Review collected by and hosted on G2.com.,We use it to post job openings source candidates for open positions.Review collected by and hosted on G2.com.,4
"Aug 25, 2021",Lots of candidates use Indeed to post their resumes. We use it indeed to fill most of our jobs. It is simple to use and affordable.Review collected by and hosted on G2.com.,We wish it can provide a little more features like LinkedIn too.Review collected by and hosted on G2.com.,Finding candidatesReview collected by and hosted on G2.com.,4
"Aug 19, 2021",It is easy to post jobs. Customer service has always been quick to respond.Review collected by and hosted on G2.com.,The resumes do not contain contact information outside of the indeed provided email.Review collected by and hosted on G2.com.,We use indeed to post our job openings and source for candidates.Review collected by and hosted on G2.com.,4
"Sep 05, 2021",Setup it easy and you can pause and reopen it at anytimeReview collected by and hosted on G2.com.,It can be very expensive to run a lot of postingsReview collected by and hosted on G2.com.,Posting jobs for new employment and trackingReview collected by and hosted on G2.com.,3
"Oct 21, 2021",I like being able to search in catergories. The upside to using indeed is you can mark unqualified applicants.Review collected by and hosted on G2.com.,Sometimes the program doesn't open. It doesn't always  show all canidates who have applied.Review collected by and hosted on G2.com.,Indeed is helping weed out unqualified employeesReview collected by and hosted on G2.com.,4
"May 04, 2021","I love that I got on there to make my resume and find jobs near me to apply to and I achieved what I needed, I got a job and pretty easily through indeed.Review collected by and hosted on G2.com.",No dislike about the function or anything really but maybe that there were old job posts listed?Review collected by and hosted on G2.com.,Found myself the job I was looking for in the area I wanted on there!Review collected by and hosted on G2.com.,5
"Jan 05, 2021",Indeed resume has the best candidates of all the job boards. Candidates trust me as an employer because of Indeed. I can easily find qualified candidates and quickly reach out.Review collected by and hosted on G2.com.,"The search doesn't allow to input specific years of experience and also does not allow enough filtering options. For example, I can't search for scrum masters with 7+ years of experience plus a bachelor's degree. This gets inconvenient when searching for candidates.Review collected by and hosted on G2.com.","We used to have very few candidates to submit to our client. We are now reaching more qualified candidates faster, and getting more hires as a result.Review collected by and hosted on G2.com.",4
"Aug 31, 2021",Easy to post jobs with no issues in their platform.Review collected by and hosted on G2.com.,Now navigating the platform for less techy applicants can be a headacheReview collected by and hosted on G2.com.,I have tried other hiring platform before but Indeed does make easier to post and every time I get the right person for the job.Review collected by and hosted on G2.com.,4
"Nov 06, 2020","The fact that you can find all openings as a job seeker OR a ton of applicants if you are an employer, often times many more times, is truly amazing.Review collected by and hosted on G2.com.",the cost to advertise jobs as an employer on the site has kept increasing and that becomes an ongoing concern.Review collected by and hosted on G2.com.,We are trying to get a lot of candidates applying to our positions and the positions we fill for our partners. Indeed has provided us with a lot of candidates on an on-going basis.Review collected by and hosted on G2.com.,5
"Dec 05, 2020","Indeed is great for looking for jobs within the area. I have used it to assist clients in looking for potential jobs, used it for my own work in order to compare job descriptions and salaries when creating postings for openings at my location, I can also credit Indeed for helping me get the job I have currently.Review collected by and hosted on G2.com.",Indeed users are not always receptive to replies. Questions for employers sometimes go unanswered. Our company has had issues with getting old resumes. I have seen how Indeed is not always user friendly when it comes to uploading documents.Review collected by and hosted on G2.com.,Indeed is assisting my company in staying relevant and competitive with other businesses that are similar. It assists us in seeing the requirements of similar jobs as well as salaries.Review collected by and hosted on G2.com.,4
"Sep 17, 2020","Indeedhire helps us to hire the best candidate for the position Ivalua Specialist for our clients. The candidate sourced by the Indeed team for a 10 percent marginal basis. We need to just share the Job description with them and rest things they will take care of starting from sourcing , scheduling interviews through onboarding. The sourced candidate from Indeed is technically very strong as they have a technical team to do a pre-assessment before sending it to us.Review collected by and hosted on G2.com.","They are very quick in terms of searching and their teams are very supportive. They can get the candidate within 2 days after sharing the job with them. And we d,not need to screen them again as they are pre-screened by the Indeed teamReview collected by and hosted on G2.com.",When we are sourcing for the Ivalua position it's very tough to find any candidate as skils is very rate and there is a very limited candidate with this skill set. But Indeed hire help us to find the best candidate in a quick time. They have a very professional team of recruiters who understand the technology very well also they are time punctual. The sourced candidate by them is very technically strong.Review collected by and hosted on G2.com.,4
"Jun 29, 2020","I love how easy is is to search for candidates for positions.  With the advanced search feature, we can really narrow down what we are searching for in a candidate.Review collected by and hosted on G2.com.","I wish it were easier to eliminate unqualified candidates from a search, and make it easier to see if someone else in the company had already contacted a candidate.  With a recruiting company its very important for us to know who contacted what candidates whey and if they ever responded.Review collected by and hosted on G2.com.",Indeed makes it easier to find qualified candidates than on some other resume search platforms.  I also like to ability to reach out to candidates directly and confirm or deny their interest.Review collected by and hosted on G2.com.,5
"Aug 28, 2020",I like that you have the option to promote your postings but you can post essentially for free and still get a good applicant pool. I think it is a pretty commonly known site to search for jobs. It does a good job for a free submition.Review collected by and hosted on G2.com.,"I wish there were more features that matched candidates with the job posting. I get applicants sometimes that aren;t the least bit qualified for the position posted. I have also expereinced a job posting being promoted without my knowledge and subtly getting charged for it. The site itself could also use some help. On the applicant side of things, applying for position throguh indeed can be confusing. It will make you fill out an entire application and then allow you to submit your resume after you have already taken the time to type ou the same information. My biggest pet peeve by far is the limited access to applications after a certain amount of time.Review collected by and hosted on G2.com.",Indeed submits all applications to my work email so I am able to easily access those.Review collected by and hosted on G2.com.,2.5
